type,document_id,invention_title,ipc_main,gold_mno,candidate_mno,anchor_p,weakest_model_p,lift_to_gold,same_lno
spurious_label(오부착 후보),kr20190076663b1,,,EE13 EH05 EH10 ND02 ND07,EH10,0.091,0.385,8.96,
spurious_label(오부착 후보),kr20170090543b1,,,EA14 EH10 ND07,EH10,0.07,0.17,8.96,
spurious_label(오부착 후보),kr20197022381b1,,,EC05 NC07,EC05,0.051,0.47,9.21,
spurious_label(오부착 후보),kr20150184897b1,,,EE12 EI05,EE12,0.035,0.219,9.33,
spurious_label(오부착 후보),kr20057024708b1,,,ED04 ED07,ED07,0.075,0.235,9.37,
spurious_label(오부착 후보),kr20100126517b1,,,EC11 EE14,EC11,0.065,0.304,9.58,
spurious_label(오부착 후보),kr20140067764b1,,,EA13 EE05 EE11 EI05 EI08,EE11,0.045,0.445,9.82,
spurious_label(오부착 후보),kr20160110729b1,,,EA13 EE05 EE11,EE11,0.05,0.249,9.82,
spurious_label(오부착 후보),kr20047004459b1,,,EE05 EE06 EE07 EE11,EE05,0.01,0.06,9.82,
spurious_label(오부착 후보),kr20190080019b1,,,EC10 EG07 EH13 NB09,NB09,0.035,0.215,9.99,
spurious_label(오부착 후보),kr20200000159b1,,,EG07 NB03 NB09,NB09,0.036,0.437,9.99,
spurious_label(오부착 후보),kr20090099242a,,,LB13 ND10,ND10,0.028,0.403,10.34,
spurious_label(오부착 후보),kr20140156187b1,,,EC10 LA02 LC08,LA02,0.009,0.229,10.99,
spurious_label(오부착 후보),kr20200097526a,,,LB20 LC12,LB20,0.018,0.17,10.99,
spurious_label(오부착 후보),kr20017011675b1,,,LC04 LC06 LC14,LC06,0.03,0.068,11.25,
spurious_label(오부착 후보),kr20170052361b1,,,LA06 NC06 NC07,LA06,0.066,0.172,11.8,
spurious_label(오부착 후보),kr20120039157b1,,,LA07 NC10,LA07,0.067,0.197,12.06,
spurious_label(오부착 후보),kr20150174972a,,,EA12 EA13 EE05 ND14,ND14,0.01,0.042,12.25,
spurious_label(오부착 후보),kr20110047599a,,,LB18 LC12,LB18,0.006,0.178,12.91,
spurious_label(오부착 후보),kr20030085838b1,,,LA09 LB18 LC11,LA09,0.05,0.453,12.98,
spurious_label(오부착 후보),kr20090132165a,,,LA09 LB18,LA09,0.006,0.278,12.98,
spurious_label(오부착 후보),kr20170152940b1,,,LA09 LB18,LA09,0.003,0.237,12.98,
spurious_label(오부착 후보),kr20130040801b1,,,ED04 ED05 ED07,ED07,0.038,0.486,13.72,
spurious_label(오부착 후보),kr20177011281b1,,,ED05 ED07,ED05,0.052,0.274,13.72,
spurious_label(오부착 후보),kr20200145439b1,,,EH13 ND04,ND04,0.011,0.112,13.77,
spurious_label(오부착 후보),kr20077018516a,,,LC01 OA02 OA03,OA02,0.057,0.285,13.83,
spurious_label(오부착 후보),kr20160137634b1,,,OA01 OA02 OA03,OA02,0.008,0.354,13.83,
spurious_label(오부착 후보),kr20000038074a,,,EI01 EI05,EI01,0.015,0.129,13.85,
spurious_label(오부착 후보),kr20197004269b1,,,EG04 EG05 EG06 EG09 NB03,NB03,0.069,0.08,14.07,
spurious_label(오부착 후보),kr20117016736b1,,,EG06 EG08 NB03,NB03,0.01,0.159,14.07,
spurious_label(오부착 후보),kr20120085599b1,,,OA04 OB01,OB01,0.088,0.479,14.64,
spurious_label(오부착 후보),kr20160123154a,,,OA04 OB01,OB01,0.003,0.055,14.64,
spurious_label(오부착 후보),kr20190135833a,,,OA04 OB01,OB01,0.001,0.138,14.64,
spurious_label(오부착 후보),kr20217003379a,,,OA04 OB01,OB01,0.023,0.172,14.64,
spurious_label(오부착 후보),kr20190171596a,,,ND08 ND10,ND08,0.024,0.113,16.93,
spurious_label(오부착 후보),kr20200059007a,,,LB01 LB02,LB02,0.008,0.156,17.11,
spurious_label(오부착 후보),kr20190061498b1,,,LB05 LB08 LB09,LB08,0.026,0.39,18.31,
spurious_label(오부착 후보),kr20190061498b1,,,LB05 LB08 LB09,LB09,0.054,0.304,18.31,
spurious_label(오부착 후보),kr20180167294b1,,,LB08 LB09,LB09,0.045,0.333,18.31,
spurious_label(오부착 후보),kr20100137380a,,,EA15 EB08 EC11 ED11 EE14,ED11,0.034,0.201,18.32,
spurious_label(오부착 후보),kr20140029765b1,,,LC04 LC14,LC04,0.028,0.49,18.55,
spurious_label(오부착 후보),kr20057012581b1,,,EH06 EI08,EH06,0.002,0.178,18.8,
spurious_label(오부착 후보),kr20060065731b1,,,ED04 ED05,ED04,0.014,0.423,20.06,
spurious_label(오부착 후보),kr20080073167b1,,,EH03 EI09,EH03,0.045,0.434,20.86,
spurious_label(오부착 후보),kr20090061519b1,,,EH03 EI09,EI09,0.012,0.379,20.86,
spurious_label(오부착 후보),kr20130151065b1,,,EH03 EI09,EI09,0.055,0.468,20.86,
spurious_label(오부착 후보),kr20200119078a,,,EH08 LB07 LB16,LB16,0.052,0.163,21.63,
spurious_label(오부착 후보),jp2017072478a,,,EA13 ND13,ND13,0.099,0.325,22.22,
spurious_label(오부착 후보),kr20060053204b1,,,EA13 EE05 ND13,ND13,0.076,0.076,22.22,
spurious_label(오부착 후보),jp2012243303a,,,EG01 EG05,EG05,0.011,0.123,22.8,
spurious_label(오부착 후보),kr20120098780b1,,,ED03 EF04,EF04,0.007,0.134,23.07,
spurious_label(오부착 후보),kr20170016897b1,,,ED03 EF04,EF04,0.008,0.083,23.07,
spurious_label(오부착 후보),kr20090084848b1,,,EC10 EE13 ND02 ND03 ND07,EE13,0.019,0.386,23.6,
spurious_label(오부착 후보),kr20070006241b1,,,LA03 OA01,LA03,0.006,0.05,24.14,
spurious_label(오부착 후보),kr20200121207b1,,,EA11 ED11 EI07,EI07,0.016,0.483,24.79,
spurious_label(오부착 후보),kr20200131384b1,,,EA11 ED11 EE14 EI07,EI07,0.089,0.444,24.79,
spurious_label(오부착 후보),kr20180066602b1,,,EA11 EI07,EI07,0.007,0.05,24.79,
spurious_label(오부착 후보),kr20030085838b1,,,LA09 LB18 LC11,LC11,0.035,0.482,25.01,
spurious_label(오부착 후보),kr20110040536b1,,,LA09 LB18 LC11,LC11,0.089,0.262,25.01,
spurious_label(오부착 후보),kr20210027449b1,,,LA09 LB15 LB18 LC11,LC11,0.014,0.258,25.01,
spurious_label(오부착 후보),kr20070111471b1,,,LB18 LC11,LC11,0.032,0.438,25.01,
spurious_label(오부착 후보),kr20120125077b1,,,LB18 LC11,LC11,0.058,0.437,25.01,
spurious_label(오부착 후보),kr20100002647b1,,,LB18 LC11,LC11,0.089,0.433,25.01,
spurious_label(오부착 후보),kr20000048770a,,,LA08 LA09 LA10,LA10,0.072,0.321,25.67,
spurious_label(오부착 후보),kr20010019613b1,,,LA08 LA10,LA08,0.08,0.114,25.67,
spurious_label(오부착 후보),kr20130047569b1,,,LA08 LA10,LA08,0.021,0.041,25.67,
spurious_label(오부착 후보),kr20130047569b1,,,LA08 LA10,LA10,0.031,0.037,25.67,
spurious_label(오부착 후보),kr20040051829b1,,,ND13 ND14,ND14,0.045,0.086,25.95,
spurious_label(오부착 후보),kr20047014132b1,,,LB17 LC11,LC11,0.011,0.282,26.17,
spurious_label(오부착 후보),kr20040035571b1,,,EG05 EG06 EG09,EG09,0.028,0.149,26.89,
spurious_label(오부착 후보),kr20190075498b1,,,EE13 ND04 ND06,ND04,0.011,0.184,28.35,
spurious_label(오부착 후보),kr20210186583b1,,,EH06 ND08,ND08,0.027,0.311,28.42,
spurious_label(오부착 후보),kr20040008343b1,,,ED06 EE08,ED06,0.014,0.315,29.15,
spurious_label(오부착 후보),kr20140017005b1,,,ED06 EE08,ED06,0.046,0.388,29.15,
spurious_label(오부착 후보),kr20107021508b1,,,EG07 NB03,NB03,0.008,0.056,29.33,
spurious_label(오부착 후보),kr20100128875a,,,EA10 EI08,EA10,0.051,0.472,30.95,
spurious_label(오부착 후보),kr20160026557b1,,,EA10 EI08,EI08,0.011,0.066,30.95,
spurious_label(오부착 후보),kr20030076690b1,,,EA10 EH06 LB14,EA10,0.009,0.366,31.35,
spurious_label(오부착 후보),kr20030076690b1,,,EA10 EH06 LB14,EH06,0.016,0.329,31.35,
spurious_label(오부착 후보),kr20070009203a,,,EA10 EH06 EI09 LB14 ND08,EA10,0.082,0.49,31.35,
spurious_label(오부착 후보),kr20200134039a,,,EA10 EH06,EH06,0.045,0.178,31.35,
spurious_label(오부착 후보),kr20087020371b1,,,NB08 ND12 ND14,NB08,0.031,0.17,33.22,
spurious_label(오부착 후보),kr20120134482b1,,,LA07 LA10,LA07,0.028,0.168,34.18,
spurious_label(오부착 후보),kr20190118241b1,,,EA14 ND07 ND14,EA14,0.089,0.446,35.16,
spurious_label(오부착 후보),kr20200024676b1,,,EC10 EH08 EH09 EH13 ND04,ND04,0.029,0.26,35.66,
spurious_label(오부착 후보),kr20057006691a,,,EH09 NB09 ND04,EH09,0.007,0.086,35.66,
spurious_label(오부착 후보),kr20090124675b1,,,EA12 EA13 ND12 ND13,EA12,0.078,0.291,36.95,
spurious_label(오부착 후보),kr20190057740b1,,,EH01 EH09 EH10 ND04,ND04,0.04,0.276,37.59,
spurious_label(오부착 후보),kr20140122942b1,,,ND12 ND13,ND12,0.013,0.083,41.48,
spurious_label(오부착 후보),kr20140122942b1,,,ND12 ND13,ND13,0.078,0.136,41.48,
spurious_label(오부착 후보),kr20217039062a,,,EH12 EH14,EH12,0.009,0.294,45.41,
spurious_label(오부착 후보),kr20190104380b1,,,EH01 EH09 EH10 EH12 EH14 EH15,EH01,0.029,0.373,45.91,
spurious_label(오부착 후보),kr20190029737b1,,,EA14 EE13 ND02 ND07,EE13,0.031,0.303,46.15,
spurious_label(오부착 후보),kr20150032744b1,,,EA14 EE13,EE13,0.082,0.465,46.15,
spurious_label(오부착 후보),kr20140158645b1,,,OA01 OA03,OA03,0.016,0.259,47.98,
spurious_label(오부착 후보),kr20180133667b1,,,EG01 EG02 EG03 EG04 EG05 EG06 EG09,EG03,0.077,0.289,50.48,
spurious_label(오부착 후보),kr20110127745b1,,,EG01 EG02 EG04 EG09 NB03,EG09,0.09,0.367,56.94,
spurious_label(오부착 후보),kr20210013533b1,,,EG04 EG09,EG04,0.034,0.239,56.94,
spurious_label(오부착 후보),kr20150174972a,,,EA12 EA13 EE05 ND14,EE05,0.08,0.281,62.05,
spurious_label(오부착 후보),kr20090123774b1,,,EG02 EG04 EG08 EG09,EG09,0.091,0.466,63.67,
spurious_label(오부착 후보),kr20190104380b1,,,EH01 EH09 EH10 EH12 EH14 EH15,EH09,0.022,0.267,102.59,
spurious_label(오부착 후보),kr20200133582a,,,EH08 EH09,EH09,0.057,0.223,110.23,
spurious_label(오부착 후보),kr20210017481b1,,,EH01 EH08 EH09 EH10 EH12 EH14 EH15 ND04,EH15,0.061,0.191,113.95,
spurious_label(오부착 후보),kr20200047260b1,,,EA02,EA02,0.01,0.075,nan,
spurious_label(오부착 후보),kr20210032986a,,,EA02,EA02,0.041,0.413,nan,
spurious_label(오부착 후보),kr20100086203b1,,,EA05,EA05,0.041,0.324,nan,
spurious_label(오부착 후보),kr20170023474b1,,,EA06,EA06,0.015,0.217,nan,
spurious_label(오부착 후보),kr20080009877b1,,,EA07,EA07,0.013,0.256,nan,
spurious_label(오부착 후보),kr20120018765b1,,,EA07,EA07,0.011,0.108,nan,
spurious_label(오부착 후보),kr20180004999b1,,,EA07,EA07,0.001,0.067,nan,
spurious_label(오부착 후보),kr20187026381b1,,,EA08,EA08,0.001,0.007,nan,
spurious_label(오부착 후보),kr20207016831b1,,,EA08,EA08,0.001,0.007,nan,
spurious_label(오부착 후보),kr20090008100b1,,,EA09,EA09,0.086,0.182,nan,
spurious_label(오부착 후보),kr20220049457b1,,,EA09,EA09,0.053,0.319,nan,
spurious_label(오부착 후보),kr20160090125a,,,EA12,EA12,0.018,0.446,nan,
spurious_label(오부착 후보),kr20180136760b1,,,EB03,EB03,0.005,0.077,nan,
spurious_label(오부착 후보),kr20190124246b1,,,EB03,EB03,0.011,0.108,nan,
spurious_label(오부착 후보),kr20170128120b1,,,EB05,EB05,0.056,0.248,nan,
spurious_label(오부착 후보),kr20170163562a,,,EB05,EB05,0.024,0.073,nan,
spurious_label(오부착 후보),kr20027007324b1,,,EB08,EB08,0.001,0.07,nan,
spurious_label(오부착 후보),kr20140125015b1,,,EB08,EB08,0.035,0.267,nan,
spurious_label(오부착 후보),kr20190064534b1,,,EB08,EB08,0.007,0.181,nan,
spurious_label(오부착 후보),kr20200167584b1,,,EB08,EB08,0.057,0.346,nan,
spurious_label(오부착 후보),kr20130042328b1,,,EC04,EC04,0.0,0.008,nan,
spurious_label(오부착 후보),kr20150134272b1,,,EC06,EC06,0.005,0.014,nan,
spurious_label(오부착 후보),kr20190000383b1,,,EC08,EC08,0.001,0.202,nan,
spurious_label(오부착 후보),kr20070046313b1,,,EC11,EC11,0.015,0.166,nan,
spurious_label(오부착 후보),kr20140011714b1,,,EC11,EC11,0.001,0.085,nan,
spurious_label(오부착 후보),kr20170124364b1,,,EC11,EC11,0.003,0.021,nan,
spurious_label(오부착 후보),kr20120066812b1,,,ED01,ED01,0.023,0.023,nan,
spurious_label(오부착 후보),kr20090082571b1,,,ED03,ED03,0.005,0.486,nan,
spurious_label(오부착 후보),kr20120056382b1,,,ED03,ED03,0.001,0.081,nan,
spurious_label(오부착 후보),kr20140054096b1,,,ED03,ED03,0.003,0.138,nan,
spurious_label(오부착 후보),kr20180030280b1,,,ED03,ED03,0.022,0.093,nan,
spurious_label(오부착 후보),kr20180162483b1,,,ED03,ED03,0.02,0.345,nan,
spurious_label(오부착 후보),kr20030061417b1,,,ED05,ED05,0.004,0.235,nan,
spurious_label(오부착 후보),kr20067023052b1,,,ED05,ED05,0.029,0.448,nan,
spurious_label(오부착 후보),kr20090131166b1,,,ED05,ED05,0.002,0.015,nan,
spurious_label(오부착 후보),kr20090075457b1,,,ED06,ED06,0.04,0.277,nan,
spurious_label(오부착 후보),kr20090103626b1,,,ED07,ED07,0.05,0.139,nan,
spurious_label(오부착 후보),kr20100005937b1,,,ED07,ED07,0.01,0.111,nan,
spurious_label(오부착 후보),kr20100101730b1,,,ED07,ED07,0.031,0.317,nan,
spurious_label(오부착 후보),kr20140015388b1,,,ED07,ED07,0.004,0.29,nan,
spurious_label(오부착 후보),kr20140041212b1,,,ED09,ED09,0.061,0.472,nan,
spurious_label(오부착 후보),kr20210061849a,,,ED10,ED10,0.008,0.105,nan,
spurious_label(오부착 후보),kr20120083918b1,,,ED11,ED11,0.008,0.485,nan,
spurious_label(오부착 후보),kr20200111277b1,,,ED11,ED11,0.009,0.371,nan,
spurious_label(오부착 후보),kr20167000266b1,,,EE05,EE05,0.006,0.241,nan,
spurious_label(오부착 후보),kr20167032719b1,,,EE05,EE05,0.057,0.442,nan,
spurious_label(오부착 후보),kr20050072891b1,,,EE06,EE06,0.003,0.156,nan,
spurious_label(오부착 후보),kr20167029375b1,,,EE06,EE06,0.001,0.09,nan,
spurious_label(오부착 후보),kr20210168644b1,,,EE14,EE14,0.038,0.297,nan,
spurious_label(오부착 후보),kr20107013895b1,,,EF01,EF01,0.016,0.068,nan,
spurious_label(오부착 후보),kr20090081569b1,,,EF02,EF02,0.036,0.207,nan,
spurious_label(오부착 후보),kr20150081072b1,,,EF05,EF05,0.002,0.101,nan,
spurious_label(오부착 후보),jp2007140345a,,,EG01,EG01,0.028,0.313,nan,
spurious_label(오부착 후보),kr20210004491a,,,EG03,EG03,0.043,0.367,nan,
spurious_label(오부착 후보),jp2018227641a,,,EG07,EG07,0.018,0.061,nan,
spurious_label(오부착 후보),kr20130150866a,,,EG09,EG09,0.067,0.159,nan,
spurious_label(오부착 후보),kr20177035337a,,,EG09,EG09,0.05,0.406,nan,
spurious_label(오부착 후보),kr20190068172a,,,EH01,EH01,0.001,0.423,nan,
spurious_label(오부착 후보),kr20200081932a,,,EH01,EH01,0.019,0.463,nan,
spurious_label(오부착 후보),kr20060030345b1,,,EH02,EH02,0.016,0.141,nan,
spurious_label(오부착 후보),kr20190130971b1,,,EH02,EH02,0.08,0.134,nan,
spurious_label(오부착 후보),jp2009183739a,,,EH03,EH03,0.005,0.087,nan,
spurious_label(오부착 후보),kr20080104993b1,,,EH06,EH06,0.061,0.061,nan,
spurious_label(오부착 후보),kr20190111679a,,,EH06,EH06,0.007,0.06,nan,
spurious_label(오부착 후보),kr20150157101a,,,EH08,EH08,0.026,0.026,nan,
spurious_label(오부착 후보),kr20210042564b1,,,EH08,EH08,0.018,0.097,nan,
spurious_label(오부착 후보),kr20000080329a,,,EH09,EH09,0.046,0.132,nan,
spurious_label(오부착 후보),kr20030086873b1,,,EH11,EH11,0.03,0.123,nan,
spurious_label(오부착 후보),kr20107005150a,,,EH13,EH13,0.014,0.359,nan,
spurious_label(오부착 후보),kr19920018992b1,,,EI01,EI01,0.013,0.208,nan,
spurious_label(오부착 후보),kr20090049797a,,,EI01,EI01,0.004,0.076,nan,
spurious_label(오부착 후보),kr20180109579b1,,,EI01,EI01,0.012,0.269,nan,
spurious_label(오부착 후보),kr20190150106b1,,,EI01,EI01,0.097,0.329,nan,
spurious_label(오부착 후보),kr19937003005a,,,EI03,EI03,0.002,0.018,nan,
spurious_label(오부착 후보),kr20100133496b1,,,EI03,EI03,0.01,0.47,nan,
spurious_label(오부착 후보),kr20200112748b1,,,EI03,EI03,0.052,0.37,nan,
spurious_label(오부착 후보),kr20160118213b1,,,EI04,EI04,0.012,0.183,nan,
spurious_label(오부착 후보),kr20170036935b1,,,EI04,EI04,0.005,0.081,nan,
spurious_label(오부착 후보),kr20180137869a,,,EI04,EI04,0.007,0.442,nan,
spurious_label(오부착 후보),kr20190093763b1,,,EI04,EI04,0.028,0.062,nan,
spurious_label(오부착 후보),kr20190126997a,,,EI04,EI04,0.001,0.372,nan,
spurious_label(오부착 후보),kr20210004663b1,,,EI04,EI04,0.01,0.276,nan,
spurious_label(오부착 후보),kr20100055529b1,,,EI05,EI05,0.038,0.322,nan,
spurious_label(오부착 후보),kr20210111600b1,,,EI07,EI07,0.035,0.04,nan,
spurious_label(오부착 후보),kr20070083072b1,,,EI12,EI12,0.026,0.41,nan,
spurious_label(오부착 후보),kr20120065593b1,,,EI12,EI12,0.002,0.018,nan,
spurious_label(오부착 후보),kr20177008633b1,,,EI12,EI12,0.008,0.143,nan,
spurious_label(오부착 후보),kr20140020441b1,,,LA01,LA01,0.083,0.276,nan,
spurious_label(오부착 후보),kr20160017708b1,,,LA02,LA02,0.009,0.029,nan,
spurious_label(오부착 후보),kr20180066159b1,,,LA03,LA03,0.001,0.039,nan,
spurious_label(오부착 후보),kr20000034836a,,,LA10,LA10,0.019,0.046,nan,
spurious_label(오부착 후보),kr20110001907b1,,,LB01,LB01,0.009,0.073,nan,
spurious_label(오부착 후보),kr20160046090b1,,,LB01,LB01,0.0,0.01,nan,
spurious_label(오부착 후보),kr20170144461b1,,,LB01,LB01,0.001,0.13,nan,
spurious_label(오부착 후보),kr20137027991a,,,LB04,LB04,0.064,0.227,nan,
spurious_label(오부착 후보),kr20170105450a,,,LB05,LB05,0.054,0.31,nan,
spurious_label(오부착 후보),kr20100060752b1,,,LB06,LB06,0.011,0.106,nan,
spurious_label(오부착 후보),kr20090024905b1,,,LB08,LB08,0.035,0.257,nan,
spurious_label(오부착 후보),kr20180089937b1,,,LB09,LB09,0.021,0.162,nan,
spurious_label(오부착 후보),kr20200077527b1,,,LB09,LB09,0.004,0.07,nan,
spurious_label(오부착 후보),kr20000046393b1,,,LB10,LB10,0.005,0.042,nan,
spurious_label(오부착 후보),kr20030021775a,,,LB10,LB10,0.019,0.403,nan,
spurious_label(오부착 후보),kr20170058621b1,,,LB10,LB10,0.002,0.121,nan,
spurious_label(오부착 후보),kr20120132689b1,,,LB11,LB11,0.006,0.017,nan,
spurious_label(오부착 후보),kr20080099592a,,,LB12,LB12,0.001,0.028,nan,
spurious_label(오부착 후보),kr20167002330a,,,LB13,LB13,0.016,0.016,nan,
spurious_label(오부착 후보),jp2002305627a,,,LB14,LB14,0.022,0.102,nan,
spurious_label(오부착 후보),jp2003315219a,,,LB14,LB14,0.034,0.085,nan,
spurious_label(오부착 후보),kr20000078777b1,,,LB14,LB14,0.01,0.049,nan,
spurious_label(오부착 후보),kr20200021212a,,,LB15,LB15,0.016,0.048,nan,
spurious_label(오부착 후보),kr20140150142a,,,LB16,LB16,0.098,0.333,nan,
spurious_label(오부착 후보),kr20020067309a,,,LB18,LB18,0.0,0.033,nan,
spurious_label(오부착 후보),kr20210165546b1,,,LB19,LB19,0.002,0.408,nan,
spurious_label(오부착 후보),kr20030004683b1,,,LC01,LC01,0.002,0.035,nan,
spurious_label(오부착 후보),kr20210158287b1,,,LC03,LC03,0.001,0.078,nan,
spurious_label(오부착 후보),kr20170135664b1,,,LC05,LC05,0.003,0.116,nan,
spurious_label(오부착 후보),kr20100078768b1,,,LC11,LC11,0.018,0.409,nan,
spurious_label(오부착 후보),kr20100139961b1,,,LC11,LC11,0.021,0.378,nan,
spurious_label(오부착 후보),kr20047012112b1,,,LC12,LC12,0.006,0.257,nan,
spurious_label(오부착 후보),kr20097013898a,,,LC14,LC14,0.002,0.266,nan,
spurious_label(오부착 후보),kr20187026243a,,,LC14,LC14,0.083,0.189,nan,
spurious_label(오부착 후보),kr20040027704a,,,NB01,NB01,0.002,0.301,nan,
spurious_label(오부착 후보),kr20080113839b1,,,NB02,NB02,0.0,0.02,nan,
spurious_label(오부착 후보),kr20080124551b1,,,NB02,NB02,0.008,0.293,nan,
spurious_label(오부착 후보),kr20100103313a,,,NB02,NB02,0.001,0.016,nan,
spurious_label(오부착 후보),kr20130159956a,,,NB02,NB02,0.004,0.016,nan,
spurious_label(오부착 후보),kr20190157265b1,,,NB02,NB02,0.001,0.013,nan,
spurious_label(오부착 후보),kr20120153240b1,,,NB03,NB03,0.008,0.02,nan,
spurious_label(오부착 후보),kr20107014870b1,,,NB04,NB04,0.002,0.305,nan,
spurious_label(오부착 후보),kr20087024913b1,,,NB09,NB09,0.091,0.225,nan,
spurious_label(오부착 후보),kr20107013606a,,,NB09,NB09,0.017,0.387,nan,
spurious_label(오부착 후보),kr20180038652b1,,,NB09,NB09,0.014,0.066,nan,
spurious_label(오부착 후보),kr20030096313b1,,,NC10,NC10,0.006,0.085,nan,
spurious_label(오부착 후보),kr20120030815b1,,,NC10,NC10,0.058,0.228,nan,
spurious_label(오부착 후보),kr20130047330b1,,,ND01,ND01,0.004,0.045,nan,
spurious_label(오부착 후보),kr20100081660b1,,,ND02,ND02,0.039,0.236,nan,
spurious_label(오부착 후보),kr20180118809a,,,ND02,ND02,0.077,0.319,nan,
spurious_label(오부착 후보),kr20190042146b1,,,ND02,ND02,0.035,0.307,nan,
spurious_label(오부착 후보),kr20180063970a,,,ND03,ND03,0.006,0.132,nan,
spurious_label(오부착 후보),kr20210143303b1,,,ND04,ND04,0.005,0.072,nan,
spurious_label(오부착 후보),kr20070025256a,,,ND05,ND05,0.099,0.132,nan,
spurious_label(오부착 후보),kr20190031604b1,,,ND05,ND05,0.015,0.058,nan,
spurious_label(오부착 후보),kr20200115936b1,,,ND05,ND05,0.01,0.12,nan,
spurious_label(오부착 후보),kr20100047279b1,,,ND08,ND08,0.091,0.269,nan,
spurious_label(오부착 후보),kr20140075046b1,,,ND09,ND09,0.009,0.031,nan,
spurious_label(오부착 후보),kr20150115895b1,,,ND09,ND09,0.003,0.069,nan,
spurious_label(오부착 후보),kr20140047340b1,,,ND10,ND10,0.053,0.186,nan,
spurious_label(오부착 후보),kr20157002539a,,,ND10,ND10,0.082,0.426,nan,
spurious_label(오부착 후보),kr20130000196u,,,ND11,ND11,0.006,0.024,nan,
spurious_label(오부착 후보),jp2002287492a,,,ND12,ND12,0.02,0.111,nan,
spurious_label(오부착 후보),kr20200030132a,,,ND12,ND12,0.062,0.165,nan,
spurious_label(오부착 후보),jp2012039337b1,,,ND13,ND13,0.028,0.146,nan,
spurious_label(오부착 후보),kr20130138711a,,,ND13,ND13,0.053,0.455,nan,
spurious_label(오부착 후보),kr20060021651y1,,,ND14,ND14,0.031,0.156,nan,
spurious_label(오부착 후보),kr20150038872b1,,,ND14,ND14,0.0,0.014,nan,
spurious_label(오부착 후보),kr20180079108b1,,,ND14,ND14,0.027,0.146,nan,
spurious_label(오부착 후보),jp2004557687a,,,OA02,OA02,0.006,0.227,nan,
spurious_label(오부착 후보),kr20067021240a,,,OA02,OA02,0.0,0.186,nan,
spurious_label(오부착 후보),kr20190171954b1,,,OA02,OA02,0.057,0.071,nan,
spurious_label(오부착 후보),kr20200075363a,,,OA02,OA02,0.006,0.038,nan,
spurious_label(오부착 후보),kr20130011496a,,,OA03,OA03,0.003,0.089,nan,
spurious_label(오부착 후보),kr20190051614a,,,OB01,OB01,0.012,0.184,nan,
spurious_label(오부착 후보),kr20200165145b1,,,OB01,OB01,0.0,0.023,nan,
spurious_label(오부착 후보),kr20200157093a,,,OB01,OB01,0.003,0.328,nan,
spurious_label(오부착 후보),kr20117013065b1,,,EB05,EB05,0.018,0.275,nan,
spurious_label(오부착 후보),jp2021082657b2,,,EC10,EC10,0.011,0.192,nan,
spurious_label(오부착 후보),kr20100044056b1,,,EE07,EE07,0.002,0.027,nan,
spurious_label(오부착 후보),kr20130098737b1,,,EE11,EE11,0.004,0.051,nan,
spurious_label(오부착 후보),kr20020010069a,,,EH11,EH11,0.008,0.065,nan,
spurious_label(오부착 후보),kr20020008569a,,,EI04,EI04,0.024,0.188,nan,
spurious_label(오부착 후보),kr20160180895a,,,EI07,EI07,0.023,0.299,nan,
spurious_label(오부착 후보),kr20090108351a,,,LB04,LB04,0.005,0.056,nan,
spurious_label(오부착 후보),kr20120156649a,,,LB13,LB13,0.002,0.358,nan,
spurious_label(오부착 후보),kr20047020682b1,,,LC01,LC01,0.017,0.279,nan,
spurious_label(오부착 후보),kr20060038904b1,,,LC11,LC11,0.009,0.213,nan,
spurious_label(오부착 후보),kr20140025337b1,,,NB03,NB03,0.0,0.009,nan,
spurious_label(오부착 후보),kr20150097695b1,,,ND01,ND01,0.005,0.476,nan,
spurious_label(오부착 후보),kr20020014026a,,,ND03,ND03,0.063,0.301,nan,
spurious_label(오부착 후보),kr20150147782b1,,,ND06,ND06,0.004,0.16,nan,
spurious_label(오부착 후보),jp2015102344b2,,,ND14,ND14,0.02,0.111,nan,
spurious_label(오부착 후보),kr20207005175a,,,OA02,OA02,0.035,0.278,nan,
